"BC JANGKAR 150 gr/61 x 86 /merah,""rim-pln"",""635000"",""599185"",""1"","""""
"BC JANGKAR 150 gr/61 x 86 /merah,""lembar"",""1600"",""1198"",""337"","""""
"BC PAPERPLUS 150 gr/61 x 86/putih,""rim-pln"",""585000"",""539026"",""5"","""""
"BC PAPERPLUS 150 gr/61 x 86/putih,""lembar"",""1500"",""1080"",""50"","""""
"BC PINDO 160 gr/61 x 86/ biru benhur,""rim-pln"",""1000000"",""950000"",""3"","""""
"BC PINDO 160 gr/61 x 86/ biru benhur,""lembar"",""2250"",""1900"",""200"","""""
"BC PINDO 160 gr/61 x 86/ biru muda,""rim-pln"",""735000"",""694087"",""1"","""""
"BC PINDO 160 gr/61 x 86/ biru muda,""lembar"",""1800"",""1388"",""105"","""""
"BC PINDO 160 gr/61 x 86/ biru tua,""rim-pln"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ biru tua,""lembar"",""2250"",""1900"",""250"","""""
"BC PINDO 160 gr/61 x 86/ coklat muda,""rim-pln"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ coklat muda,""lembar"",""2250"",""1900"",""250"","""""
"BC PINDO 160 gr/61 x 86/ coklat tua,""rim-pln"",""1000000"",""950000"",""1"","""""
"BC PINDO 160 gr/61 x 86/ coklat tua,""lembar"",""2250"",""1900"",""25"","""""
"BC PINDO 160 gr/61 x 86/ hijau daun,""rim-pln"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ hijau daun,""lembar"",""2250"",""1900"",""75"","""""
"BC PINDO 160 gr/61 x 86/ hijau muda,""rim-pln"",""735000"",""683910"",""2"","""""
"BC PINDO 160 gr/61 x 86/ hijau muda,""lembar"",""1800"",""1388"",""390"","""""
"BC PINDO 160 gr/61 x 86/ hijau tua,""rim-pln"",""1000000"",""950000"",""1"","""""
"BC PINDO 160 gr/61 x 86/ hijau tua,""lembar"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ kuning muda,""rim-pln"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ kuning muda,""lembar"",""1800"",""1388"",""40"","""""
"BC PINDO 160 gr/61 x 86/ kuning tua,""rim-pln"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ kuning tua,""lembar"",""2250"",""1900"",""305"","""""
"BC PINDO 160 gr/61 x 86/ merah muda,""rim-pln"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ merah muda,""lembar"",""1800"",""1388"",""444"","""""
"BC PINDO 160 gr/61 x 86/ merah tua,""rim-pln"",""1000000"",""950000"",""1"","""""
"BC PINDO 160 gr/61 x 86/ merah tua,""lembar"",""2250"",""1900"",""250"","""""
"BC PINDO 160 gr/61 x 86/ orange,""rim-pln"",""1000000"",""950000"",""2"","""""
"BC PINDO 160 gr/61 x 86/ orange,""lembar"",""0"",""0"",""0"","""""
"BC PINDO 160 gr/61 x 86/ putih,""rim-pln"",""715000"",""667626"",""2"","""""
"BC PINDO 160 gr/61 x 86/ putih,""lembar"",""1700"",""1335"",""238"","""""
"BC PINDO 160 gr/65 x 100/ putih,""rim-pln"",""0"",""0"",""0"","""""
"BC TIK 200 gr/79 x 109/ biru muda,""rim-pln"",""1550000"",""1417500"",""0"","""""
"BC TIK 200 gr/79 x 109/ biru muda,""lembar"",""3500"",""2835"",""0"","""""
"BC TIK 200 gr/79 x 109/ hijau muda,""rim-pln"",""1550000"",""1403500"",""0"","""""
"BC TIK 200 gr/79 x 109/ hijau muda,""lembar"",""3500"",""2807"",""0"","""""
"BC TIK 200 gr/79 x 109/ kuning muda,""rim-pln"",""1550000"",""1403500"",""0"","""""
"BC TIK 200 gr/79 x 109/ kuning muda,""lembar"",""3500"",""2807"",""0"","""""
"BC TIK 200 gr/79 x 109/ merah muda,""rim-pln"",""1550000"",""1417500"",""0"","""""
"BC TIK 200 gr/79 x 109/ merah muda,""lembar"",""3500"",""2835"",""0"","""""
"BC TIK 200 gr/79 x 109/ putih,""rim-pln"",""1475000"",""1369837"",""4"","""""
"BC TIK 200 gr/79 x 109/ putih,""lembar"",""3300"",""2739"",""290"","""""
"BLUSH WHITE 250 gr / 79 x 109,""rim-pln"",""1825000"",""1712500"",""4"","""""
"BLUSH WHITE 250 gr / 79 x 109,""lembar"",""3850"",""3425"",""135"","""""
"BONTAX MIRROR COAT CAMEL 108x70,""rim"",""0"",""0"",""0"","""""
"BONTAX MIRROR COAT EAGLE 108x70,""rim"",""0"",""0"",""0"","""""
"BONTAX MIRROR COAT LINTAX 54X70,""rim"",""0"",""0"",""0"","""""
"Book paper 55 gr / 21x29.7,""rim A4"",""0"",""0"",""0"","""""
"Book paper 55 gr / 61x86,""rim-pln"",""0"",""0"",""0"","""""
"Book paper 55 gr / 65x100,""rim-pln"",""315000"",""268125"",""20"","""""
"Book paper 70 gr / 65x100,""rim-pln"",""550000"",""514150"",""4"","""""
"Buffalo dof,""pak"",""22500"",""20250"",""87"","""""
"Buffalo PINDO 210-79x109 abu-abu,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 abu-abu,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 biru benhur,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 biru benhur,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 biru muda,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 biru muda,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 biru tua,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 biru tua,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 cokelat tua,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 cokelat tua,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 coklat muda,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 coklat muda,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 hijau muda,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 hijau muda,""lembar"",""4800"",""4200"",""56"","""""
"Buffalo PINDO 210-79x109 kuning muda,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 kuning muda,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 kuning tua,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 kuning tua,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 merah muda,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 merah muda,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 merah tua,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 merah tua,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 orange,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 orange,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 putih,""rim-pln"",""0"",""0"",""0"","""""
"Buffalo PINDO 210-79x109 putih,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 230-79x109 biru benhur,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 230-79x109 hijau daun,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 230-79x109 hijau tua,""lembar"",""0"",""0"",""0"","""""
"Buffalo PINDO 230-79x109 putih,""lembar"",""0"",""0"",""0"","""""
"Casing 65x100,""rim-pln"",""225000"",""195000"",""1"","""""
"Casing 65x100,""lembar"",""600"",""390"",""458"","""""
"CD Bulgy 21.5x33,""folio"",""26000"",""22705"",""3"","""""
"CD TA 21.5x29.3,""A4"",""19000"",""14754"",""11"","""""
"CD TA 21.5x33,""folio"",""20000"",""16250"",""3"","""""
"CD TA 61/86,""rim-pln"",""0"",""0"",""0"","""""
"CD TA 65/100,""rim-pln"",""175000"",""146250"",""20"","""""
"Concorde tebal 79x109 abu-abu,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 abu-abu,""lembar"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 biru muda,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 biru muda,""lembar"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 cream,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 cream,""lembar"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 hijau muda,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 hijau muda,""lembar"",""4900"",""4470"",""344"","""""
"Concorde tebal 79x109 light yellow,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 light yellow,""lembar"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 merah muda,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tebal 79x109 merah muda,""lembar"",""4900"",""4470"",""310"","""""
"Concorde tebal 79x109 putih,""rim-pln"",""2350000"",""2235000"",""1"","""""
"Concorde tebal 79x109 putih,""lembar"",""4900"",""4470"",""35"","""""
"Concorde tebal abu-abu,""lembar"",""0"",""0"",""0"","""""
"Concorde tebal biru muda 16.5x22.5,""Pak"",""0"",""0"",""0"","""""
"Concorde tebal cream (A4),""Pak"",""0"",""0"",""0"","""""
"Concorde tebal cream 16.5x22.5,""Pak"",""0"",""0"",""0"","""""
"Concorde tebal putih (A4),""Pak"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 abu-abu,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 abu-abu,""lembar"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 biru muda,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 biru muda,""lembar"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 cream,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 cream,""lembar"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 hijau muda,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 hijau muda,""lembar"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 light yellow,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 light yellow,""lembar"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 merah muda,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 merah muda,""lembar"",""2650"",""2120"",""300"","""""
"Concorde tipis 79x109 putih,""rim-pln"",""0"",""0"",""0"","""""
"Concorde tipis 79x109 putih,""lembar"",""2650"",""2120"",""310"","""""
"Concorde tipis abu-abu,""lembar"",""0"",""0"",""0"","""""
"Concorde tipis biru muda (A4),""Pak"",""0"",""0"",""0"","""""
"Concorde tipis biru muda (A4+),""Pak"",""0"",""0"",""0"","""""
"Concorde tipis cream (A4),""Pak"",""0"",""0"",""0"","""""
"Concorde tipis merah muda (A4),""Pak"",""0"",""0"",""0"","""""
"Concorde tipis putih (A4),""Pak"",""0"",""0"",""0"","""""
"Copenhagen tebal ivory,""rim-pln"",""0"",""0"",""0"","""""
"Copenhagen tebal ivory,""lembar"",""0"",""0"",""0"","""""
"Copenhagen tebal putih,""rim-pln"",""2050000"",""1900000"",""2"","""""
"Copenhagen tebal putih,""lembar"",""4500"",""3800"",""246"","""""
"DF NCR/IMP/bottom blue,""rim"",""0"",""0"",""0"","""""
"DF NCR/IMP/bottom green,""rim"",""95500"",""91568"",""2"","""""
"DF NCR/IMP/bottom pink,""rim"",""0"",""0"",""0"","""""
"DF NCR/IMP/bottom white,""rim"",""0"",""0"",""0"","""""
"DF NCR/IMP/bottom yellow,""rim"",""0"",""0"",""0"","""""
"DF NCR/IMP/Middle blue,""rim"",""100000"",""96224"",""2"","""""
"DF NCR/IMP/Middle green,""rim"",""0"",""0"",""0"","""""
"DF NCR/IMP/Middle pink,""rim"",""100000"",""96224"",""1"","""""
"DF NCR/IMP/Middle white,""rim"",""0"",""0"",""0"","""""
"DF NCR/IMP/Middle yellow,""rim"",""0"",""0"",""0"","""""
"DF NCR/IMP/top white,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/bottom blue,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/bottom green,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/bottom pink,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/bottom white,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/bottom yellow,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/Middle blue,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/Middle green,""rim"",""97000"",""91276"",""5"","""""
"DF NCR/RB/Middle pink,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/Middle white,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/Middle yellow,""rim"",""0"",""0"",""0"","""""
"DF NCR/RB/top white,""rim"",""95000"",""90210"",""2"","""""
"Doorslag Java 88x69 putih,""rim folio"",""0"",""0"",""0"","""""
"Doorslag RB 44x69 merah,""rim-pln"",""0"",""0"",""0"","""""
"Doorslag RB 44x69 merah,""rim folio"",""0"",""0"",""0"","""""
"Doorslag RB 44x69 putih,""rim folio"",""0"",""0"",""0"","""""
"Doorslag RB 88x69 putih,""rim-pln"",""215000"",""195000"",""40"","""""
"Duplex 250 gr / 65x100 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 250 gr / 65x100 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 250 gr / 70x100 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 250 gr / 70x100 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 250 gr / 79x100 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 250 gr / 79x109 PAKERIN,""rim-pln"",""1315000"",""1252300"",""2"","""""
"Duplex 250 gr / 79x109 PAKERIN,""lembar"",""2750"",""2504"",""255"","""""
"Duplex 250 gr / 89x120 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 250 gr / 89x120 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 250 gr / IKA / 70x100,""lembar"",""0"",""0"",""0"","""""
"Duplex 250 gr / IKA / 79x109,""rim-pln"",""0"",""1265000"",""0"","""""
"Duplex 250 gr / IKA / 79x109,""lembar"",""2850"",""2530"",""95"","""""
"Duplex 250 gr / IKA / 89x120,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 250 gr / IKA / 89x120,""lembar"",""0"",""0"",""0"","""""
"Duplex 270 gr / 79x109 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 310 gr / 70x100 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 310 gr / 70x100 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 310 gr / 79x100 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 310 gr / 79x100 PAKERIN,""lembar"",""3100"",""2841"",""305"","""""
"Duplex 310 gr / 79x109 PAKERIN,""rim-pln"",""1495000"",""1420650"",""2"","""""
"Duplex 310 gr / 79x109 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 310 gr / 89x120 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 310 gr / 89x120 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 310 gr / IKA / 79x109,""rim-pln"",""1525000"",""1449350"",""2"","""""
"Duplex 310 gr / IKA / 79x109,""lembar"",""3200"",""2898"",""280"","""""
"Duplex 310 gr / IKA / 89x120,""lembar"",""0"",""0"",""0"","""""
"Duplex 350 gr / 70x100 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 350 gr / 70x100 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 350 gr / 79x109 PAKERIN,""rim-pln"",""1635000"",""1555000"",""3"","""""
"Duplex 350 gr / 79x109 PAKERIN,""lembar"",""3400"",""3110"",""200"","""""
"Duplex 350 gr / 89x120 PAKERIN,""rim-pln"",""2025000"",""1928810"",""2"","""""
"Duplex 350 gr / 89x120 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 350 gr / 89x120 PAKERIN,""lembar"",""4200"",""3860"",""300"","""""
"Duplex 350 gr / IKA / 70x100,""lembar"",""0"",""0"",""0"","""""
"Duplex 350 gr / IKA / 79x109,""rim-pln"",""1650000"",""1570550"",""2"","""""
"Duplex 350 gr / IKA / 79x109,""lembar"",""3450"",""3141"",""100"","""""
"Duplex 350 gr / IKA / 89x120,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 350 gr / IKA / 89x120,""lembar"",""0"",""0"",""0"","""""
"Duplex 400 gr / 70x100 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 400 gr / 70x100 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 400 gr / 79x109 PAKERIN,""rim-pln"",""1835000"",""1750000"",""2"","""""
"Duplex 400 gr / 79x109 PAKERIN,""lembar"",""3900"",""3500"",""215"","""""
"Duplex 400 gr / 89x120 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 400 gr / 89x120 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 400 gr / IKA / 79x109,""lembar"",""3900"",""3535"",""200"","""""
"Duplex 400 gr / IKA / 79x109,""rim-pln"",""1855000"",""1767500"",""3"","""""
"Duplex 400 gr / IKA / 89x120,""lembar"",""0"",""0"",""0"","""""
"Duplex 450 gr / 70x100 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 450 gr / 79x109 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 450 gr / 79x109 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 450 gr / 89x120 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 450 gr / 89x120 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Duplex 500 gr / 79x109 PAKERIN,""rim-pln"",""0"",""0"",""0"","""""
"Duplex 500 gr / 79x109 PAKERIN,""lembar"",""0"",""0"",""0"","""""
"Florida tebal ivory,""rim-pln"",""2700000"",""2600000"",""1"","""""
"Florida tebal ivory,""lembar"",""5800"",""5200"",""137"","""""
"Florida tebal putih,""rim-pln"",""2050000"",""1900000"",""1"","""""
"Florida tebal putih,""lembar"",""4500"",""3800"",""100"","""""
"Foopak natural white 40 gr / 75x100,""rim-pln"",""0"",""0"",""1"","""""
"Glory 230 gr/ 76.2x101.6,""lembar"",""0"",""0"",""0"","""""
"Glory 230 gr/ 79x109,""lembar"",""4900"",""4515"",""15"","""""
"Glory 230 gr/ 79x109,""rim-pln"",""2370000"",""2257500"",""3"","""""
"Glory 250 gr/ 79x109,""lembar"",""0"",""0"",""0"","""""
"Glory 250 gr/ 79x109,""rim-pln"",""0"",""0"",""0"","""""
"Hummer tebal putih,""rim-pln"",""2050000"",""1900000"",""8"","""""
"Hummer tebal putih,""lembar"",""4500"",""3800"",""328"","""""
"HVS 100 gr / APRIL / 21.5x33,""rim folio"",""0"",""0"",""0"","""""
"HVS 100 gr / EXP / 43x33,""rim-DF"",""0"",""0"",""0"","""""
"HVS 100 gr / EXP/TJIWI / 21.5x33,""rim folio"",""57000"",""50089"",""12"","""""
"HVS 100 gr / EXP/TJIWI K/A / 61x86,""rim-pln"",""0"",""0"",""0"","""""
"HVS 100 gr / EXP/TJIWI K/A / 65x100,""rim-pln"",""0"",""0"",""0"","""""
"HVS 100 gr / EXP/TJIWI K/A / 79x109,""rim-pln"",""0"",""0"",""0"","""""
"HVS 100 gr / EXTRAPRINT / 65x100,""lembar"",""0"",""0"",""0"","""""
"HVS 100 gr / PAPERPLUS / 21.5x33,""rim folio"",""0"",""0"",""0"","""""
"HVS 100 gr / PAPERPLUS / 43x33,""rim-DF"",""0"",""0"",""0"","""""
"HVS 100 gr / PAPERPLUS / 61x86,""rim-pln"",""0"",""0"",""0"","""""
"HVS 100 gr / PAPERPLUS / 65x100,""rim-pln"",""0"",""0"",""0"","""""
"HVS 100 gr / PAPERPLUS / 65x100,""lembar"",""0"",""0"",""0"","""""
"HVS 100 gr / PAPERPLUS / 79x109,""rim-pln"",""615000"",""578443"",""9"","""""
"HVS 100 gr / PAPERPLUS / 79x109,""lembar"",""0"",""0"",""85"","""""
"HVS 58 gr / INDIGO / 21.5 x 33,""rim folio"",""0"",""0"",""0"","""""
"HVS 58 gr / INDIGO / 43 x 33,""rim-DF"",""0"",""0"",""0"","""""
"HVS 58 gr / INDIGO / 61x86,""rim-pln"",""0"",""0"",""0"","""""
